ticker_q,sql
ROST,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='ROST' AND dlycaldt IN ('2022-01-05', '2019-12-31', '2020-08-04', '2021-03-17', '2020-06-05', '2020-04-20', '2020-08-07', '2020-09-08');"
RP,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='RP' AND dlycaldt IN ('2020-03-06', '2021-01-11', '2021-01-21', '2020-01-06', '2021-02-16');"
RPBAX,SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='RPBAX' AND dlycaldt IN ('2021-12-14');
RPD,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='RPD' AND dlycaldt IN ('2020-02-21', '2020-02-14', '2020-03-10', '2020-11-24', '2022-08-10');"
RPM,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='RPM' AND dlycaldt IN ('2020-08-20', '2020-08-28', '2020-08-25', '2020-02-20', '2021-09-16', '2021-09-16', '2021-02-22');"
RQI,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='RQI' AND dlycaldt IN ('2020-04-17', '2020-03-26');"
RSG,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='RSG' AND dlycaldt IN ('2020-07-23', '2021-03-25', '2020-02-20', '2021-01-04', '2020-09-18', '2020-12-22', '2020-07-27');"
RTC,SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='RTC' AND dlycaldt IN ('2022-06-10');
RTL,SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='RTL' AND dlycaldt IN ('2022-06-21');
RTN,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='RTN' AND dlycaldt IN ('2020-03-02', '2020-03-26', '2020-04-03');"
RTNB,SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='RTNB' AND dlycaldt IN ('2019-02-22');
RTX,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='RTX' AND dlycaldt IN ('2020-08-25', '2020-08-20', '2020-10-30', '2021-01-28', '2022-02-24', '2022-03-14', '2022-03-24', '2021-06-22', '2020-07-01', '2021-12-16', '2021-02-24', '2021-04-30', '2021-05-11', '2021-03-26', '2020-12-22', '2020-09-16', '2020-07-27', '2020-04-07', '2021-09-02', '2021-09-23', '2020-04-24', '2020-04-13', '2020-04-30', '2020-04-30', '2020-04-03', '2021-05-12', '2022-06-16', '2020-04-03', '2020-04-07', '2020-04-29', '2022-02-24');"
RUN,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='RUN' AND dlycaldt IN ('2020-02-25', '2020-02-26', '2020-02-27', '2020-10-13', '2020-07-13', '2020-07-13', '2020-07-13', '2020-07-13', '2020-07-13', '2020-07-13', '2020-07-13', '2020-07-13', '2020-07-13', '2020-07-13', '2020-07-13', '2020-07-13', '2020-07-13', '2020-07-13', '2020-07-13', '2020-07-13', '2020-06-23', '2020-06-23', '2020-07-02', '2020-07-02', '2020-07-01', '2020-07-01', '2020-06-23', '2020-06-23', '2020-07-02', '2020-07-01', '2020-07-01', '2020-07-01', '2020-06-22', '2020-06-22', '2020-07-02', '2020-07-02', '2020-07-02', '2020-06-22', '2020-06-22', '2020-07-02', '2020-07-02', '2020-03-19', '2020-03-17', '2020-03-18', '2020-03-19', '2020-03-17', '2020-03-18', '2020-02-27', '2020-02-25', '2020-02-26', '2020-08-25', '2020-08-26', '2020-08-26', '2020-08-25', '2020-08-26', '2020-08-26', '2020-07-01', '2020-07-01', '2020-06-19', '2020-06-19', '2020-06-19', '2020-06-19', '2020-07-01', '2020-06-19', '2020-06-19', '2020-06-19', '2020-06-19', '2020-07-13', '2020-07-13', '2020-07-13', '2020-07-13', '2020-07-13', '2020-07-13', '2020-07-13', '2020-07-13', '2020-06-18', '2020-06-19', '2020-06-19', '2020-06-18', '2020-06-19', '2020-06-19', '2022-01-14', '2020-11-12', '2020-10-02', '2020-10-07', '2020-10-07', '2020-10-02', '2020-10-06', '2020-10-07', '2020-10-07', '2020-06-22', '2020-06-23', '2020-06-22', '2020-06-23');"
RUSHA,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='RUSHA' AND dlycaldt IN ('2020-08-26', '2020-08-24');"
RWEOY,SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='RWEOY' AND dlycaldt IN ('2020-03-18');
RWT,SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='RWT' AND dlycaldt IN ('2022-06-16');
RXN,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='RXN' AND dlycaldt IN ('2020-07-21', '2020-07-22');"
RXT,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='RXT' AND dlycaldt IN ('2021-10-14', '2021-12-16', '2021-02-19', '2020-08-18', '2020-09-01', '2020-12-16', '2020-10-19', '2020-09-01', '2020-08-27');"
RY.TO,SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='RY.TO' AND dlycaldt IN ('2021-02-05');
RYCEY,SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='RYCEY' AND dlycaldt IN ('2020-11-13');
SABR,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='SABR' AND dlycaldt IN ('2020-07-29', '2020-07-15', '2021-03-08', '2021-03-10', '2021-03-25', '2020-06-05', '2020-06-04', '2020-06-03');"
SAFRY,SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='SAFRY' AND dlycaldt IN ('2022-07-27');
SAIC,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='SAIC' AND dlycaldt IN ('2021-04-26', '2020-04-28', '2020-04-06', '2021-08-25', '2021-01-21', '2022-08-30', '2020-10-22');"
SAM,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='SAM' AND dlycaldt IN ('2021-02-16', '2021-07-27', '2020-08-13');"
SAN,SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='SAN' AND dlycaldt IN ('2020-11-13');
SANM,SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='SANM' AND dlycaldt IN ('2020-01-15');
SAP,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='SAP' AND dlycaldt IN ('2021-02-17', '2020-11-12', '2021-01-28', '2021-01-26', '2022-02-24', '2022-03-14', '2019-02-15', '2019-04-11', '2019-06-24', '2021-09-16', '2020-11-05', '2020-11-05', '2021-04-13');"
SAVA,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='SAVA' AND dlycaldt IN ('2022-06-21', '2022-07-18');"
SAVE,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='SAVE' AND dlycaldt IN ('2019-02-06', '2019-02-20');"
SBAC,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='SBAC' AND dlycaldt IN ('2021-03-26', '2021-03-05', '2021-04-09', '2021-06-15', '2021-06-14', '2020-09-23', '2020-12-18');"
SBCF,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='SBCF' AND dlycaldt IN ('2020-11-03', '2020-10-23', '2020-10-16', '2020-05-15', '2020-09-15');"
SBGSY,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='SBGSY' AND dlycaldt IN ('2021-02-17', '2021-01-28', '2020-04-16', '2020-01-14', '2020-04-14');"
SBRA,SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='SBRA' AND dlycaldt IN ('2022-06-21');
SBUX,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='SBUX' AND dlycaldt IN ('2021-01-15', '2021-08-13', '2020-03-27', '2021-02-16', '2021-04-09', '2020-05-08', '2021-04-26', '2021-12-16', '2020-07-29', '0009-06-09', '2021-06-02', '2020-03-26', '2022-01-25', '2021-07-28', '2021-07-16', '2022-05-10', '2022-02-24', '2022-03-14', '2020-03-27', '2020-04-17', '2020-04-24', '2020-05-18', '2020-03-30', '2020-06-22', '2020-03-30', '2020-06-22', '2020-03-30', '2020-02-20', '2020-03-18', '2021-08-09', '2022-08-12', '2021-11-15', '2021-09-02', '2022-06-14', '2020-05-28', '2020-11-19', '2020-11-19', '2021-04-30', '2021-04-30', '2022-03-10', '2022-03-21', '2020-08-25', '2020-08-19', '2021-02-26', '2020-08-04', '2020-06-16', '2021-07-27', '2021-09-16', '2022-01-13', '2020-07-02', '2020-07-29', '2020-11-05', '2020-11-05', '2021-09-02', '2020-04-30', '2020-04-30', '2022-04-01', '2022-07-15', '2020-12-18', '2020-09-17', '2021-07-19', '2020-03-23', '2020-05-01');"
SC,SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='SC' AND dlycaldt IN ('2021-02-16');
SCGLY,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='SCGLY' AND dlycaldt IN ('2020-03-19', '2020-11-13');"
SCHD,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='SCHD' AND dlycaldt IN ('2021-04-12', '2020-02-21', '2022-07-29');"
SCHF,SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='SCHF' AND dlycaldt IN ('2022-07-28');
SCHH,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='SCHH' AND dlycaldt IN ('2021-12-16', '2022-04-19');"
SCHN,SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='SCHN' AND dlycaldt IN ('2019-04-30');
SCHW,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='SCHW' AND dlycaldt IN ('2021-02-16', '2020-04-09', '2020-04-08', '2021-02-09', '2020-09-23', '2021-01-20', '2020-03-10', '2020-04-09', '2020-09-28', '2020-08-07', '2021-03-17', '2020-02-10', '2020-02-24', '2020-10-16', '2021-02-11', '2021-02-11', '2021-02-22', '2020-01-10', '2020-06-25', '2020-11-16', '2021-09-01', '2020-04-24', '2020-04-02', '2020-01-08', '2020-01-08', '2020-01-09', '2020-01-17', '2020-11-25');"
SCHZ,SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='SCHZ' AND dlycaldt IN ('2022-02-15');
SCI,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='SCI' AND dlycaldt IN ('2020-03-24', '2021-04-14', '2020-04-03', '2021-06-10', '2021-04-13', '2020-03-13', '2020-03-13', '2020-12-22', '2021-12-30', '2021-11-08', '2021-11-09', '2021-11-10', '2021-11-10', '2020-08-27');"
SCU,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='SCU' AND dlycaldt IN ('2021-10-25', '2021-10-26', '2021-12-20', '2021-12-25');"
SCZ,SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='SCZ' AND dlycaldt IN ('2020-10-20');
SDC,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='SDC' AND dlycaldt IN ('2020-02-14', '2022-04-18');"
SDOG,SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='SDOG' AND dlycaldt IN ('2020-10-29');
SDXAY,SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='SDXAY' AND dlycaldt IN ('2020-11-13');
SDY,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='SDY' AND dlycaldt IN ('2020-02-10', '2020-08-10', '2020-08-10', '2020-02-24', '2020-02-24', '2020-03-11', '2020-03-11', '2020-03-11', '2019-12-03');"
SE,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='SE' AND dlycaldt IN ('2021-09-01', '2020-06-30', '2021-05-14');"
SEA,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='SEA' AND dlycaldt IN ('2021-02-10', '2022-01-14', '2021-04-23', '2020-01-24');"
SEDG,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='SEDG' AND dlycaldt IN ('2022-03-08', '2020-01-27', '2022-01-10', '2020-06-10', '2020-05-26');"
SEE,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='SEE' AND dlycaldt IN ('2021-02-16', '2020-04-02', '2020-01-09', '2019-06-24', '2020-01-29', '2020-04-02', '2019-12-30');"
SEIC,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='SEIC' AND dlycaldt IN ('2020-02-20', '2020-01-15', '2019-12-12');"
SEK,SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='SEK' AND dlycaldt IN ('2021-09-02');
SERV,SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='SERV' AND dlycaldt IN ('2020-05-07');
SF,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='SF' AND dlycaldt IN ('2021-06-08', '2020-07-17');"
SFE,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='SFE' AND dlycaldt IN ('2021-01-20', '2021-01-19', '2021-01-22', '2021-01-26', '2021-01-14', '2021-01-20', '2021-01-19', '2021-01-22', '2021-01-26', '2021-01-14', '2021-02-02', '2021-02-02');"
SFST,SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='SFST' AND dlycaldt IN ('2020-06-29');
SFTBY,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='SFTBY' AND dlycaldt IN ('2021-08-31', '2021-12-16', '2021-01-21', '2020-11-20', '2020-04-29', '2020-03-18');"
SFY,SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='SFY' AND dlycaldt IN ('2021-04-14');
SGAPY,SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='SGAPY' AND dlycaldt IN ('2020-04-17');
SGEN,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='SGEN' AND dlycaldt IN ('2022-02-18', '2020-02-18', '2020-08-03', '2019-06-24', '2020-04-30');"
SGIIX,SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='SGIIX' AND dlycaldt IN ('2021-07-29');
SGIOY,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='SGIOY' AND dlycaldt IN ('2020-02-20', '2021-02-17', '2020-02-18', '2020-02-14', '2020-08-04', '2021-04-12');"
SGSOY,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='SGSOY' AND dlycaldt IN ('2021-02-17', '2021-01-28', '2022-08-02', '2020-01-13', '2019-04-08', '2019-04-05', '2019-06-24', '2020-08-04');"
SH,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='SH' AND dlycaldt IN ('2020-02-21', '2020-02-27', '2020-02-27', '2020-01-16', '2020-01-16', '2020-04-17', '2020-04-17', '2020-04-17', '2020-11-09', '2020-11-09', '2020-04-13', '2020-04-13', '2020-04-13', '2020-02-27', '2020-03-10', '2020-03-10', '2020-03-10', '2020-06-29', '2020-06-29', '2020-06-29', '2020-11-09', '2020-04-27', '2020-04-27', '2020-04-29', '2020-04-29', '2020-04-27', '2020-04-29', '2020-04-29', '2020-04-29', '2020-04-27', '2020-04-27', '2020-04-29', '2020-04-29', '2019-12-13', '2020-01-17');"
SHAK,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='SHAK' AND dlycaldt IN ('2021-03-31', '2019-05-15', '2019-06-24');"
SHLX,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='SHLX' AND dlycaldt IN ('2021-05-26', '2021-05-27', '2021-05-03', '2021-09-24', '2021-09-23', '2021-07-07', '2021-07-09', '2020-09-16', '2021-04-14', '2021-04-14', '2020-08-31', '2020-08-28', '2020-08-14', '2021-08-11', '2021-08-18', '2021-08-19', '2020-12-01', '2021-12-22', '2021-12-21', '2021-05-12', '2021-03-01', '2021-01-19', '2021-02-19', '2021-01-15', '2020-10-22', '2020-10-05', '2020-11-09', '2021-09-02', '2021-09-14', '2020-09-11', '2020-08-10', '2021-10-15', '2021-10-06', '2020-11-18', '2020-11-23', '2020-11-17');"
SHOP,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='SHOP' AND dlycaldt IN ('2021-02-17', '2020-02-24', '2021-03-16', '2022-06-03', '2022-06-03', '2022-06-03', '2022-06-03');"
SHW,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='SHW' AND dlycaldt IN ('2020-05-08', '2022-04-25', '2021-06-09', '2021-12-28', '2020-03-26', '2020-01-13', '2021-08-12', '2022-08-17', '2020-12-23', '2019-12-31', '2021-03-05', '2022-04-13', '2021-02-11', '2021-02-11', '2020-07-27', '2022-03-16', '2020-08-10', '2020-08-07', '2021-09-02', '2020-04-09');"
SHYF,SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='SHYF' AND dlycaldt IN ('2020-11-24');
SHYG,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='SHYG' AND dlycaldt IN ('2022-05-10', '2022-06-16', '2022-03-08');"
SI,SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='SI' AND dlycaldt IN ('2022-07-18');
SIEGY,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='SIEGY' AND dlycaldt IN ('2022-02-24', '2022-03-14');"
SIRE,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='SIRE' AND dlycaldt IN ('2022-05-19', '2022-05-17', '2022-05-03', '2022-05-06', '2022-06-10', '2021-03-30', '2022-04-25', '2022-04-07', '2022-08-24');"
SIRI,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='SIRI' AND dlycaldt IN ('2020-04-28', '2020-04-23', '2020-12-28', '2021-03-10', '2021-03-09', '2021-03-10', '2021-03-09');"
SITC,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='SITC' AND dlycaldt IN ('2019-06-24', '2019-06-04');"
SITE,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='SITE' AND dlycaldt IN ('2020-12-02', '2021-06-24', '2020-02-21', '2020-03-24', '2020-10-29', '2020-10-23', '2020-12-07', '2019-05-15', '2019-06-24', '2020-06-30', '2019-12-24');"
SIVB,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='SIVB' AND dlycaldt IN ('2021-02-16', '2022-02-09', '2021-07-09', '2022-06-14', '2021-03-15', '2022-07-15');"
SJM,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='SJM' AND dlycaldt IN ('2020-02-07', '2020-01-08', '2020-02-28', '2019-11-05', '2019-02-28', '2021-01-21');"
SJT,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='SJT' AND dlycaldt IN ('2022-08-25', '2022-08-11', '2022-08-19', '2022-08-23', '2022-08-24', '2022-08-26', '2022-08-29', '2022-08-31');"
SKFRY,SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='SKFRY' AND dlycaldt IN ('2020-11-13');
SKIN,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='SKIN' AND dlycaldt IN ('2021-06-11', '2021-10-22');"
SKVKY,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='SKVKY' AND dlycaldt IN ('2020-08-12', '2020-03-18');"
SKX,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='SKX' AND dlycaldt IN ('2020-10-22', '2020-11-05', '2020-11-05', '2020-03-02', '2020-03-02');"
SKY,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='SKY' AND dlycaldt IN ('2020-02-06', '2022-02-14', '2021-12-02', '2021-07-01', '2022-06-21', '2020-07-17');"
SKYY,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='SKYY' AND dlycaldt IN ('2020-10-16', '2020-05-26', '2020-05-19', '2020-05-19', '2020-05-19');"
SLAB,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='SLAB' AND dlycaldt IN ('2021-02-26', '2020-09-02');"
SLB,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='SLB' AND dlycaldt IN ('2020-05-11', '2021-02-16', '2020-01-10', '2020-04-14', '2020-05-07', '2020-02-20', '2019-12-04', '2019-12-10', '2020-03-26', '2020-01-15', '2020-01-13', '2020-02-10', '2019-06-24', '2021-03-15', '2021-03-01', '2021-11-04', '2022-01-07', '2019-12-12', '2020-04-13');"
SLG,SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='SLG' AND dlycaldt IN ('2020-03-18');
SLGN,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='SLGN' AND dlycaldt IN ('2020-10-22', '2020-10-19', '2020-06-19', '2020-06-15', '2020-04-23');"
SLV,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='SLV' AND dlycaldt IN ('2020-10-22', '2021-09-22', '2021-09-14', '2021-09-07');"
SLVM,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='SLVM' AND dlycaldt IN ('2021-11-16', '2021-10-01', '2021-11-01', '2021-10-19', '2021-12-01');"
SLYG,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='SLYG' AND dlycaldt IN ('2022-07-21', '2021-04-22');"
SLYV,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='SLYV' AND dlycaldt IN ('2022-07-21', '2021-01-21');"
SM,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='SM' AND dlycaldt IN ('2022-04-11', '2022-07-18');"
SMFG,SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='SMFG' AND dlycaldt IN ('2020-11-13');
SMFKY,SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='SMFKY' AND dlycaldt IN ('2021-02-11');
SMG,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='SMG' AND dlycaldt IN ('2020-04-07', '2020-06-05');"
SMHLX,SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='SMHLX' AND dlycaldt IN ('2021-03-29');
SMJ,SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='SMJ' AND dlycaldt IN ('2019-08-29');
SMLP,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='SMLP' AND dlycaldt IN ('2020-07-07', '2020-07-02', '2020-06-10', '2020-06-10', '2020-10-05', '2020-08-10', '2020-11-17');"
SMMNY,SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='SMMNY' AND dlycaldt IN ('2020-03-18');
SMNNY,SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='SMNNY' AND dlycaldt IN ('2020-03-18');
SNA,SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='SNA' AND dlycaldt IN ('2020-02-05');
SNAP,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='SNAP' AND dlycaldt IN ('2022-01-26', '2021-06-08', '2021-03-02', '2021-03-24', '2021-03-02', '2021-03-24', '2019-12-23', '2021-02-16', '2022-02-02', '2021-12-09', '2021-07-20', '2021-07-08', '2021-03-31', '2021-02-25', '2021-02-25', '2021-02-25', '2021-12-31', '2021-02-24', '2021-03-02', '2021-03-25', '2021-05-14', '2021-11-15', '2021-11-24', '2021-02-19', '2021-01-08', '2020-11-02', '2020-11-06', '2022-06-10', '2022-02-17', '2020-04-23');"
SNE,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='SNE' AND dlycaldt IN ('2020-05-26', '2020-06-02', '2020-04-17', '2020-03-26', '2020-10-22', '2020-10-22', '2020-11-05', '2020-11-05', '2020-12-16', '2020-09-15', '2020-08-31', '2020-08-31', '2020-04-16', '2020-04-17', '2020-04-20', '2020-04-21');"
SNN,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='SNN' AND dlycaldt IN ('2021-02-26', '2021-02-26');"
SNNUF,SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='SNNUF' AND dlycaldt IN ('2020-02-10');
SNOW,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='SNOW' AND dlycaldt IN ('2020-11-06', '2020-11-11');"
SNOXX,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='SNOXX' AND dlycaldt IN ('2020-03-03', '2020-03-05', '2020-03-04', '2020-03-10', '2020-03-23');"
SNP,SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='SNP' AND dlycaldt IN ('2020-03-17');
SNPS,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='SNPS' AND dlycaldt IN ('2021-02-16', '2021-03-15', '2020-06-01');"
SNV,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='SNV' AND dlycaldt IN ('2021-03-09', '2021-02-06', '2021-02-07', '2021-02-08', '2020-02-06', '2022-02-09', '2022-02-08', '2022-02-23', '2021-03-10', '2020-11-11');"
SNX,SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='SNX' AND dlycaldt IN ('2020-09-08');
SNY,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='SNY' AND dlycaldt IN ('2022-05-27', '2020-03-19');"
SO,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='SO' AND dlycaldt IN ('2020-12-31', '2020-12-31', '2020-12-31', '2020-12-31', '2020-12-31', '2021-01-12', '2020-04-06', '2021-12-16', '2022-03-09', '2020-08-31', '2019-12-09', '2020-06-09', '2020-03-16', '2020-03-16', '2020-03-16', '2020-03-16', '2020-03-16', '2020-03-16', '2020-03-16', '2020-03-16', '2020-03-16', '2020-03-16', '2020-03-16', '2020-03-16', '2020-03-16', '2020-03-16', '2020-03-16', '2020-03-16', '2020-06-10', '2020-05-20', '2021-06-09', '2020-03-09');"
SOL-USD,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='SOL-USD' AND dlycaldt IN ('2022-03-23', '2022-03-24', '2022-03-25', '2022-02-10', '2022-02-12', '2022-02-15');"
SOMMY,SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='SOMMY' AND dlycaldt IN ('2020-11-13');
SON,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='SON' AND dlycaldt IN ('2021-03-17', '2021-03-16');"
SONVY,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='SONVY' AND dlycaldt IN ('2021-02-17', '2020-01-03', '2020-01-13', '2019-06-24', '2021-09-17', '2021-09-16', '2020-03-18');"
SONY,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='SONY' AND dlycaldt IN ('2021-06-04', '2021-06-04', '2021-09-16');"
SPCE,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='SPCE' AND dlycaldt IN ('2020-03-13', '2020-03-06', '2020-02-20', '2020-02-18', '2021-01-25', '2021-05-11', '2021-01-27', '2021-01-25', '2021-01-27', '2021-07-19', '2021-07-19', '2020-02-18', '2020-02-20', '2020-03-06', '2020-03-11', '2020-06-03', '2020-06-03', '2020-02-10', '2020-02-10', '2021-02-04', '2022-04-18', '2022-04-18');"
SPDR,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='SPDR' AND dlycaldt IN ('2022-04-19', '2022-03-24', '2021-03-16');"
SPDW,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='SPDW' AND dlycaldt IN ('2022-07-21', '2021-01-21', '2020-10-22', '2022-04-25');"
SPG,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='SPG' AND dlycaldt IN ('2021-02-08', '2021-02-08', '2020-02-07', '2022-09-01', '2021-05-12', '2021-06-10', '2020-03-18', '2020-02-20', '2021-10-05', '2021-06-04', '2021-06-04', '2020-02-28', '2020-09-08', '2021-09-16', '2022-01-19', '2022-01-14', '2022-01-14', '2020-12-07', '2022-05-14', '2021-08-13', '2021-01-22', '2020-04-02', '2019-12-06', '2020-04-29');"
SPGI,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='SPGI' AND dlycaldt IN ('2022-02-09', '2021-06-03', '2021-06-04', '2021-06-03', '2021-06-04', '2020-03-27', '2021-02-16', '2021-02-10', '2021-01-28', '2019-12-23', '2022-06-01', '2020-08-27', '2021-03-11', '2021-09-16', '2020-07-01', '2020-11-05', '2020-11-05', '2021-09-30', '2020-04-30', '2020-04-30', '2022-03-09', '2022-02-28', '2020-03-09', '2020-03-23');"
